num_params,decay,best temperature,test acc,bma test acc,bma s3 acc,test LL,bma test LL,cmll
26160,100.0,0.002,69.48,69.47,72.74666666666667,-0.8736422198718006,-0.8736901448922174,-6555.601689304804
