num_params,decay,best temperature,test acc,bma test acc,bma s3 acc,test LL,bma test LL,cmll
6280852,0.0001,4.000000000000001e-06,83.23,83.24000000000001,88.46666666666667,-0.4898307675546966,-0.4898327793027158,-2960.918827976679
