num_params,decay,best temperature,test acc,bma test acc,bma s3 acc,test LL,bma test LL,cmll
3020,0.01,8.000000000000001e-06,56.22,56.220000000000006,58.440000000000005,-1.2604303453482688,-1.2604305756892544,-9993.909794773554
