num_params,decay,best temperature,test acc,bma test acc,bma s3 acc,test LL,bma test LL,cmll
100018,0.0001,0.0002,73.13,73.13,77.77333333333334,-0.7921861031771114,-0.7921561364574125,-5441.721318211054
