epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.009990133642141357,1.9656095339701727,27.8,1.6153066632075188,39.27,"tensor([100.], device='cuda:0')"
1,0.009960573506572389,1.6172316181354034,45.664,1.3355205807930384,52.2,"tensor([100.], device='cuda:0')"
2,0.009911436253643442,1.4820750774481357,54.442,1.250672528376946,54.95,"tensor([100.], device='cuda:0')"
3,0.009842915805643154,1.4131775800998394,58.598,1.0745342671871185,62.26,"tensor([100.], device='cuda:0')"
4,0.009755282581475767,1.3490117962543782,62.026,1.0620127373780959,63.98,"tensor([100.], device='cuda:0')"
5,0.009648882429441256,1.3179666161537171,64.3,1.1273483335971832,61.31,"tensor([100.], device='cuda:0')"
6,0.009524135262330098,1.2803932523116088,66.39,0.9879539425556476,66.16,"tensor([100.], device='cuda:0')"
7,0.009381533400219317,1.2696184595425923,67.552,0.9291260807942121,67.81,"tensor([100.], device='cuda:0')"
8,0.009221639627510075,1.2509536993809236,68.218,0.9465769613400484,68.15,"tensor([100.], device='cuda:0')"
9,0.009045084971874737,1.2185235472825857,69.706,0.861891548603009,70.63,"tensor([100.], device='cuda:0')"
10,0.008852566213878947,1.2116110486861986,70.122,0.9406804839769999,69.36,"tensor([100.], device='cuda:0')"
11,0.008644843137107058,1.2025506880038823,70.554,0.8720295108281649,70.15,"tensor([100.], device='cuda:0')"
12,0.008422735529643444,1.1846363281592345,71.386,0.8958368897438049,69.8,"tensor([100.], device='cuda:0')"
13,0.00818711994874345,1.1745314197662549,71.6,0.8557190688756796,71.2,"tensor([100.], device='cuda:0')"
14,0.007938926261462368,1.157508414525252,72.022,0.9234811694194109,69.55,"tensor([100.], device='cuda:0')"
15,0.007679133974894984,1.143878111319664,72.6,0.8184552941566858,72.47,"tensor([100.], device='cuda:0')"
16,0.007408768370508577,1.129491697672086,72.882,0.7678210475505927,74.63,"tensor([100.], device='cuda:0')"
17,0.0071288964578253644,1.110318980155847,73.45,0.7988627056280772,73.4,"tensor([100.], device='cuda:0')"
18,0.0068406227634233915,1.1093948416220836,73.326,0.8354062025363629,71.82,"tensor([100.], device='cuda:0')"
19,0.006545084971874738,1.0876531533705882,74.298,0.7383984136275756,75.19,"tensor([100.], device='cuda:0')"
20,0.006243449435824274,1.0742892178205343,74.516,0.8879999388486911,70.94,"tensor([100.], device='cuda:0')"
21,0.005936906572928625,1.063537812538636,74.772,0.727371334647521,75.59,"tensor([100.], device='cuda:0')"
22,0.005626666167821524,1.0397025684515635,75.332,0.7489861184969927,74.36,"tensor([100.], device='cuda:0')"
23,0.005313952597646569,1.0243056867367182,75.978,0.7675055112594213,73.69,"tensor([100.], device='cuda:0')"
24,0.005000000000000002,1.009537673302186,76.2,0.7488278035934155,75.38,"tensor([100.], device='cuda:0')"
25,0.004686047402353435,0.9922849441185976,76.756,0.7327650922995347,74.44,"tensor([100.], device='cuda:0')"
26,0.004373333832178481,0.9723118357169322,77.136,0.7488343612505839,75.37,"tensor([100.], device='cuda:0')"
27,0.0040630934270713785,0.952791217657236,77.682,0.7459422521866285,75.53,"tensor([100.], device='cuda:0')"
28,0.0037565505641757274,0.9314469912113288,78.4,0.66141515932022,78.06,"tensor([100.], device='cuda:0')"
29,0.0034549150281252662,0.9192599119284214,78.36,0.654841831097236,78.29,"tensor([100.], device='cuda:0')"
30,0.0031593772365766134,0.8938644846280416,79.328,0.6103727657061356,78.81,"tensor([100.], device='cuda:0')"
31,0.0028711035421746384,0.8707274828201685,79.75,0.6231805854118787,79.19,"tensor([100.], device='cuda:0')"
32,0.002591231629491424,0.8542328525812198,80.494,0.6490740405443387,78.63,"tensor([100.], device='cuda:0')"
33,0.0023208660251050166,0.8325994234818679,80.918,0.606045506703548,79.37,"tensor([100.], device='cuda:0')"
34,0.0020610737385376356,0.8159173077497727,81.348,0.5791989075831878,80.75,"tensor([100.], device='cuda:0')"
35,0.001812880051256552,0.7990680859639094,81.722,0.558431724516245,81.0,"tensor([100.], device='cuda:0')"
36,0.001577264470356557,0.7668931766962394,82.74,0.5754072184746082,81.31,"tensor([100.], device='cuda:0')"
37,0.0013551568628929439,0.7564776961620038,82.91,0.5276264143295777,82.38,"tensor([100.], device='cuda:0')"
38,0.0011474337861210548,0.737476612207217,83.724,0.5575041870276133,81.19,"tensor([100.], device='cuda:0')"
39,0.0009549150281252636,0.714212843699333,84.196,0.5380164104012343,81.86,"tensor([100.], device='cuda:0')"
40,0.000778360372489926,0.6955766671743149,84.894,0.5124986309271592,82.71,"tensor([100.], device='cuda:0')"
41,0.0006184665997806823,0.680154779782662,85.33,0.5000374768024836,82.89,"tensor([100.], device='cuda:0')"
42,0.0004758647376699034,0.6611539646601066,85.77,0.5033783691051679,83.48,"tensor([100.], device='cuda:0')"
43,0.0003511175705587434,0.6472258425675905,86.262,0.48758495369782817,83.61,"tensor([100.], device='cuda:0')"
44,0.00024471741852423245,0.6351549497017493,86.734,0.4864422084811406,83.65,"tensor([100.], device='cuda:0')"
45,0.00015708419435684522,0.6226203923806166,87.034,0.4717708646486967,84.34,"tensor([100.], device='cuda:0')"
46,8.856374635655642e-05,0.6155342299968768,87.25,0.46384445768900406,84.46,"tensor([100.], device='cuda:0')"
47,3.942649342761119e-05,0.607678195146414,87.654,0.46267783584503025,84.52,"tensor([100.], device='cuda:0')"
48,9.866357858642208e-06,0.6051335084896822,87.688,0.4611618528381372,84.63,"tensor([100.], device='cuda:0')"
49,0.0,0.6057907625650748,87.594,0.4611618528381372,84.63,"tensor([100.], device='cuda:0')"
