epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.009990133642141357,2.012854134425139,26.892,1.6508890084731274,38.73,"tensor([100.], device='cuda:0')"
1,0.009960573506572389,1.6763974923353928,42.694,1.3975154421268365,49.72,"tensor([100.], device='cuda:0')"
2,0.009911436253643442,1.5110383382210364,52.51,1.2619353295900884,55.22,"tensor([100.], device='cuda:0')"
3,0.009842915805643154,1.4213115251981294,58.17,1.1497520758555486,59.57,"tensor([100.], device='cuda:0')"
4,0.009755282581475767,1.3704838829162793,61.466,0.9950260924987304,64.79,"tensor([100.], device='cuda:0')"
5,0.009648882429441256,1.315365745471074,64.794,1.0335635382395525,64.31,"tensor([100.], device='cuda:0')"
6,0.009524135262330098,1.2698081258015754,67.482,0.920066366593043,66.87,"tensor([100.], device='cuda:0')"
7,0.009381533400219317,1.2512470164360143,68.972,0.9262608801707243,68.85,"tensor([100.], device='cuda:0')"
8,0.009221639627510075,1.2298548547121195,70.126,0.8727471018448855,69.82,"tensor([100.], device='cuda:0')"
9,0.009045084971874737,1.217172441115746,71.246,0.8221860799269799,72.91,"tensor([100.], device='cuda:0')"
10,0.008852566213878947,1.1983452902390406,72.06,0.8856188173477466,70.09,"tensor([100.], device='cuda:0')"
11,0.008644843137107058,1.1690367877483367,72.912,0.8700735248052157,72.54,"tensor([100.], device='cuda:0')"
12,0.008422735529643444,1.1661498349446517,73.19,0.8161861797173818,73.31,"tensor([100.], device='cuda:0')"
13,0.00818711994874345,1.1370224471275623,74.07,0.8075857498706915,73.68,"tensor([100.], device='cuda:0')"
14,0.007938926261462368,1.1373102399019095,74.004,0.8279355565706888,72.2,"tensor([100.], device='cuda:0')"
15,0.007679133974894984,1.1215660049365117,74.856,0.7114557872215906,75.79,"tensor([100.], device='cuda:0')"
16,0.007408768370508577,1.1069434787982548,75.18,0.7103598671845901,76.58,"tensor([100.], device='cuda:0')"
17,0.0071288964578253644,1.0892259260018666,75.646,0.8612396449614794,71.92,"tensor([100.], device='cuda:0')"
18,0.0068406227634233915,1.0758572657903036,75.97,0.6569481981106293,78.08,"tensor([100.], device='cuda:0')"
19,0.006545084971874738,1.0622202720397558,76.38,0.6853887205704664,76.84,"tensor([100.], device='cuda:0')"
20,0.006243449435824274,1.051024394768935,76.822,0.6988131629350858,77.1,"tensor([100.], device='cuda:0')"
21,0.005936906572928625,1.0294872782169244,77.23,0.6794794610677621,77.4,"tensor([100.], device='cuda:0')"
22,0.005626666167821524,1.0192275429383302,77.796,0.6697320613341454,77.33,"tensor([100.], device='cuda:0')"
23,0.005313952597646569,0.9912657215045049,78.474,0.6739215212754714,77.14,"tensor([100.], device='cuda:0')"
24,0.005000000000000002,0.9708416539889115,78.928,0.6895957814577298,78.18,"tensor([100.], device='cuda:0')"
25,0.004686047402353435,0.9532350044984084,79.27,0.6687880800320551,78.19,"tensor([100.], device='cuda:0')"
26,0.004373333832178481,0.9283022874440903,80.054,0.6480739313440446,78.24,"tensor([100.], device='cuda:0')"
27,0.0040630934270713785,0.9156159815115806,80.234,0.628376291348384,79.22,"tensor([100.], device='cuda:0')"
28,0.0037565505641757274,0.8850782215595245,81.36,0.5683794888930443,80.47,"tensor([100.], device='cuda:0')"
29,0.0034549150281252662,0.8693650597181075,81.4,0.5701002295200641,81.38,"tensor([100.], device='cuda:0')"
30,0.0031593772365766134,0.8471788394145476,81.984,0.6054003475568234,79.79,"tensor([100.], device='cuda:0')"
31,0.0028711035421746384,0.8301181345413893,82.326,0.5577899427750171,81.63,"tensor([100.], device='cuda:0')"
32,0.002591231629491424,0.8071073934053763,83.152,0.5386641388520216,82.47,"tensor([100.], device='cuda:0')"
33,0.0023208660251050166,0.7799423278906407,83.812,0.5088375084675275,82.77,"tensor([100.], device='cuda:0')"
34,0.0020610737385376356,0.761147863131303,84.396,0.5168047910317396,83.34,"tensor([100.], device='cuda:0')"
35,0.001812880051256552,0.7381121358810327,84.948,0.4923657346994449,83.32,"tensor([100.], device='cuda:0')"
36,0.001577264470356557,0.7173470322138223,85.49,0.48934357708845383,83.7,"tensor([100.], device='cuda:0')"
37,0.0013551568628929439,0.6888118967031821,86.252,0.48979240999772,83.79,"tensor([100.], device='cuda:0')"
38,0.0011474337861210548,0.6689990046696785,86.806,0.4447560566358077,84.82,"tensor([100.], device='cuda:0')"
39,0.0009549150281252636,0.649702690809201,87.344,0.4624541338819724,84.91,"tensor([100.], device='cuda:0')"
40,0.000778360372489926,0.6265188152209307,88.148,0.41823873267723966,86.07,"tensor([100.], device='cuda:0')"
41,0.0006184665997806823,0.6126074463129043,88.434,0.42320386091103923,85.4,"tensor([100.], device='cuda:0')"
42,0.0004758647376699034,0.5922774838331418,89.078,0.4234930584445978,85.99,"tensor([100.], device='cuda:0')"
43,0.0003511175705587434,0.5765678357619506,89.468,0.41470409031861866,86.01,"tensor([100.], device='cuda:0')"
44,0.00024471741852423245,0.5638016055027644,89.966,0.4035189715333474,86.67,"tensor([100.], device='cuda:0')"
45,0.00015708419435684522,0.5507873287567726,90.34,0.392531914015611,86.99,"tensor([100.], device='cuda:0')"
46,8.856374635655642e-05,0.5410949157598691,90.686,0.3920929750952965,86.94,"tensor([100.], device='cuda:0')"
47,3.942649342761119e-05,0.5366350955688036,90.894,0.3868404609652666,87.21,"tensor([100.], device='cuda:0')"
48,9.866357858642208e-06,0.5319979527821908,91.004,0.38708646175188893,87.27,"tensor([100.], device='cuda:0')"
49,0.0,0.5292087609951313,91.148,0.38708646175188893,87.27,"tensor([100.], device='cuda:0')"
