epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.009990133642141357,1.94688204007271,31.526,1.513542882907085,43.81,"tensor([100.], device='cuda:0')"
1,0.009960573506572389,1.5323448025263273,51.876,1.1992303285843287,57.49,"tensor([100.], device='cuda:0')"
2,0.009911436253643442,1.3802175549360423,60.728,1.1277446693334825,61.33,"tensor([100.], device='cuda:0')"
3,0.009842915805643154,1.293268879254659,66.234,0.8749715800468738,69.1,"tensor([100.], device='cuda:0')"
4,0.009755282581475767,1.2363944026140066,70.044,0.788499008004482,73.3,"tensor([100.], device='cuda:0')"
5,0.009648882429441256,1.2010839098539108,72.546,0.8248540751444988,73.75,"tensor([100.], device='cuda:0')"
6,0.009524135262330098,1.188834513609226,74.2,0.805291949174343,72.32,"tensor([100.], device='cuda:0')"
7,0.009381533400219317,1.1482281452570207,75.672,0.7183706626678125,75.53,"tensor([100.], device='cuda:0')"
8,0.009221639627510075,1.1397344777217278,76.474,0.6774734961680877,78.35,"tensor([100.], device='cuda:0')"
9,0.009045084971874737,1.1336152578011538,77.036,0.67918839210119,77.18,"tensor([100.], device='cuda:0')"
10,0.008852566213878947,1.1285423705211053,77.588,0.7032370743079063,77.0,"tensor([100.], device='cuda:0')"
11,0.008644843137107058,1.1223563660413791,77.914,0.6710514838878925,77.83,"tensor([100.], device='cuda:0')"
12,0.008422735529643444,1.1011613628803156,78.618,0.6188245041248126,78.84,"tensor([100.], device='cuda:0')"
13,0.00818711994874345,1.0926591208347907,79.1,0.6476212812539859,78.46,"tensor([100.], device='cuda:0')"
14,0.007938926261462368,1.074098047384849,79.616,0.6042518008213776,79.83,"tensor([100.], device='cuda:0')"
15,0.007679133974894984,1.0606237567388095,80.132,0.5498842963805566,81.17,"tensor([100.], device='cuda:0')"
16,0.007408768370508577,1.0399221256757394,80.732,0.636233354990299,79.56,"tensor([100.], device='cuda:0')"
17,0.0071288964578253644,1.0332537923103724,81.08,0.6819178060843394,77.61,"tensor([100.], device='cuda:0')"
18,0.0068406227634233915,1.0232072775180523,81.404,0.5491808278438373,81.47,"tensor([100.], device='cuda:0')"
19,0.006545084971874738,0.9969210181480799,81.978,0.6054578629823831,80.15,"tensor([100.], device='cuda:0')"
20,0.006243449435824274,0.9924153243884062,82.042,0.6169711236770337,80.13,"tensor([100.], device='cuda:0')"
21,0.005936906572928625,0.9615915220517378,82.822,0.5418076461706406,81.38,"tensor([100.], device='cuda:0')"
22,0.005626666167821524,0.9394493647110768,83.364,0.5514039550072107,82.0,"tensor([100.], device='cuda:0')"
23,0.005313952597646569,0.9250869906865633,83.558,0.5150582652825576,82.69,"tensor([100.], device='cuda:0')"
24,0.005000000000000002,0.9024501227415525,84.31,0.5246589172344941,82.86,"tensor([100.], device='cuda:0')"
25,0.004686047402353435,0.87888133311883,84.754,0.5243901149966778,82.72,"tensor([100.], device='cuda:0')"
26,0.004373333832178481,0.8468357243599036,85.636,0.4638512161297676,84.38,"tensor([100.], device='cuda:0')"
27,0.0040630934270713785,0.8275539515874325,86.136,0.4811023668600963,83.87,"tensor([100.], device='cuda:0')"
28,0.0037565505641757274,0.795231331158907,86.728,0.5162404538729252,83.11,"tensor([100.], device='cuda:0')"
29,0.0034549150281252662,0.778690899335421,87.132,0.42567399297005093,85.84,"tensor([100.], device='cuda:0')"
30,0.0031593772365766134,0.747403658200533,87.864,0.3963549242187769,86.53,"tensor([100.], device='cuda:0')"
31,0.0028711035421746384,0.720254645592127,88.44,0.3818624434180749,87.09,"tensor([100.], device='cuda:0')"
32,0.002591231629491424,0.692073104931758,89.048,0.3896302527342087,87.03,"tensor([100.], device='cuda:0')"
33,0.0023208660251050166,0.6642161340285571,89.584,0.3681638542658243,87.85,"tensor([100.], device='cuda:0')"
34,0.0020610737385376356,0.6334884428825134,90.434,0.3428054791994584,88.31,"tensor([100.], device='cuda:0')"
35,0.001812880051256552,0.605298129717509,91.094,0.36277960852170604,88.17,"tensor([100.], device='cuda:0')"
36,0.001577264470356557,0.5804249175848105,91.744,0.3194476576187672,89.57,"tensor([100.], device='cuda:0')"
37,0.0013551568628929439,0.5478151228183356,92.478,0.3451272910222029,88.95,"tensor([100.], device='cuda:0')"
38,0.0011474337861210548,0.5242744626907202,93.138,0.31772125435945314,89.58,"tensor([100.], device='cuda:0')"
39,0.0009549150281252636,0.4952879806359609,93.944,0.2899680584669113,90.73,"tensor([100.], device='cuda:0')"
40,0.000778360372489926,0.4720119286041993,94.656,0.28661394205230933,90.83,"tensor([100.], device='cuda:0')"
41,0.0006184665997806823,0.4441675886129722,95.494,0.27660440472074044,91.58,"tensor([100.], device='cuda:0')"
42,0.0004758647376699034,0.42258955492423134,96.018,0.29405846370336336,90.87,"tensor([100.], device='cuda:0')"
43,0.0003511175705587434,0.40426795261028486,96.464,0.27954375829834205,91.36,"tensor([100.], device='cuda:0')"
44,0.00024471741852423245,0.38782713268047725,97.086,0.2752176128709928,91.57,"tensor([100.], device='cuda:0')"
45,0.00015708419435684522,0.374531080860358,97.516,0.2746952498952548,91.87,"tensor([100.], device='cuda:0')"
46,8.856374635655642e-05,0.36494577725728355,97.846,0.27467975029960656,91.87,"tensor([100.], device='cuda:0')"
47,3.942649342761119e-05,0.3586526633837284,98.03,0.27742652690563446,91.95,"tensor([100.], device='cuda:0')"
48,9.866357858642208e-06,0.3585843611986209,98.018,0.2752556213392661,91.96,"tensor([100.], device='cuda:0')"
49,0.0,0.3563067472898043,98.044,0.2752556213392661,91.96,"tensor([100.], device='cuda:0')"
