epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.009990133642141357,1.9208868683912814,31.94,1.586398381453294,42.15,"tensor([100.], device='cuda:0')"
1,0.009960573506572389,1.5432548966163244,50.544,1.3446473953051445,52.86,"tensor([100.], device='cuda:0')"
2,0.009911436253643442,1.3956721880497076,59.016,1.2127527174277184,57.08,"tensor([100.], device='cuda:0')"
3,0.009842915805643154,1.3485560673933763,62.596,1.157045086989036,62.01,"tensor([100.], device='cuda:0')"
4,0.009755282581475767,1.2994055145826096,66.194,1.0056280829967597,65.64,"tensor([100.], device='cuda:0')"
5,0.009648882429441256,1.2459591407042283,69.206,0.9813690575269552,67.32,"tensor([100.], device='cuda:0')"
6,0.009524135262330098,1.2336855567418612,70.604,0.8157487702675355,72.68,"tensor([100.], device='cuda:0')"
7,0.009381533400219317,1.206381178360719,71.846,0.8267105703170483,72.72,"tensor([100.], device='cuda:0')"
8,0.009221639627510075,1.1914010021931085,72.696,0.8846316047203846,70.5,"tensor([100.], device='cuda:0')"
9,0.009045084971874737,1.1929679314295452,73.3,0.7656269077307138,74.21,"tensor([100.], device='cuda:0')"
10,0.008852566213878947,1.1686700099553817,74.064,0.8258056357885019,73.41,"tensor([100.], device='cuda:0')"
11,0.008644843137107058,1.1613430445010846,74.82,0.8661496402361454,71.3,"tensor([100.], device='cuda:0')"
12,0.008422735529643444,1.1516737147783622,75.104,0.7358357524260496,75.52,"tensor([100.], device='cuda:0')"
13,0.00818711994874345,1.1341302052522317,75.69,0.76950747691668,74.53,"tensor([100.], device='cuda:0')"
14,0.007938926261462368,1.1141400823226342,76.422,0.7822289661719248,73.8,"tensor([100.], device='cuda:0')"
15,0.007679133974894984,1.0981089252692002,76.852,0.760042572250733,75.06,"tensor([100.], device='cuda:0')"
16,0.007408768370508577,1.090592108323024,77.218,0.6645026589051272,77.96,"tensor([100.], device='cuda:0')"
17,0.0071288964578253644,1.0639770215902573,78.104,0.7450167964666318,74.58,"tensor([100.], device='cuda:0')"
18,0.0068406227634233915,1.0635662586261065,77.858,0.6752712715130585,77.26,"tensor([100.], device='cuda:0')"
19,0.006545084971874738,1.0334824063839056,78.838,0.7159766478416247,76.19,"tensor([100.], device='cuda:0')"
20,0.006243449435824274,1.0161942625657105,79.136,0.6581571870125257,77.58,"tensor([100.], device='cuda:0')"
21,0.005936906572928625,0.9927567504919492,79.724,0.6005279314823639,80.22,"tensor([100.], device='cuda:0')"
22,0.005626666167821524,0.9756278368142935,80.32,0.5848479847877454,80.55,"tensor([100.], device='cuda:0')"
23,0.005313952597646569,0.9657019405792922,80.468,0.630924913363579,78.93,"tensor([100.], device='cuda:0')"
24,0.005000000000000002,0.9451286688829079,81.032,0.5669032923686199,81.31,"tensor([100.], device='cuda:0')"
25,0.004686047402353435,0.9248860177321312,81.392,0.5981355569301507,79.95,"tensor([100.], device='cuda:0')"
26,0.004373333832178481,0.9029249356343196,82.16,0.5351637571285932,81.81,"tensor([100.], device='cuda:0')"
27,0.0040630934270713785,0.8775143577502325,82.798,0.5726086715093026,80.8,"tensor([100.], device='cuda:0')"
28,0.0037565505641757274,0.8494361771987035,83.336,0.5383138354772177,81.75,"tensor([100.], device='cuda:0')"
29,0.0034549150281252662,0.83306062909273,83.864,0.5032578978018883,83.23,"tensor([100.], device='cuda:0')"
30,0.0031593772365766134,0.8103306071880536,84.44,0.5252296030521393,82.45,"tensor([100.], device='cuda:0')"
31,0.0028711035421746384,0.7833954346485626,85.146,0.48432804338442975,83.53,"tensor([100.], device='cuda:0')"
32,0.002591231629491424,0.7576462224507943,85.672,0.5314676891534756,82.5,"tensor([100.], device='cuda:0')"
33,0.0023208660251050166,0.7334533057151696,86.474,0.4405367494775699,85.04,"tensor([100.], device='cuda:0')"
34,0.0020610737385376356,0.708174809278586,87.0,0.4834668382238119,84.24,"tensor([100.], device='cuda:0')"
35,0.001812880051256552,0.6877723178802393,87.614,0.4262421205639839,85.87,"tensor([100.], device='cuda:0')"
36,0.001577264470356557,0.6577037082268642,88.536,0.4770232975865022,84.71,"tensor([100.], device='cuda:0')"
37,0.0013551568628929439,0.6372410672597396,88.958,0.3955287243693303,86.46,"tensor([100.], device='cuda:0')"
38,0.0011474337861210548,0.6120921983168676,89.582,0.3929643420836864,86.85,"tensor([100.], device='cuda:0')"
39,0.0009549150281252636,0.5867994052477372,90.568,0.38130755435961944,87.7,"tensor([100.], device='cuda:0')"
40,0.000778360372489926,0.567780138208316,90.844,0.38640153599091065,86.82,"tensor([100.], device='cuda:0')"
41,0.0006184665997806823,0.5485205482978087,91.506,0.3735794853896667,87.9,"tensor([100.], device='cuda:0')"
42,0.0004758647376699034,0.5271347161286917,92.192,0.35314113799578106,88.42,"tensor([100.], device='cuda:0')"
43,0.0003511175705587434,0.5129292647808026,92.566,0.3537074675162633,88.43,"tensor([100.], device='cuda:0')"
44,0.00024471741852423245,0.49647053869870994,93.14,0.3544204014425094,88.23,"tensor([100.], device='cuda:0')"
45,0.00015708419435684522,0.48439440566759845,93.488,0.329722763158572,89.28,"tensor([100.], device='cuda:0')"
46,8.856374635655642e-05,0.47279041424775736,93.914,0.32697387125629646,89.22,"tensor([100.], device='cuda:0')"
47,3.942649342761119e-05,0.46748089362413453,94.122,0.3291727079030795,89.4,"tensor([100.], device='cuda:0')"
48,9.866357858642208e-06,0.46384656184758893,94.208,0.32760687248829085,89.44,"tensor([100.], device='cuda:0')"
49,0.0,0.4626886827059281,94.38,0.32760687248829085,89.44,"tensor([100.], device='cuda:0')"
