epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.009990133642141357,1.9560892783678494,29.642,1.682769741767492,38.83,"tensor([100.], device='cuda:0')"
1,0.009960573506572389,1.5995589185983707,47.794,1.2926399340996375,53.89,"tensor([100.], device='cuda:0')"
2,0.009911436253643442,1.447872945284232,56.784,1.1060126232795227,61.85,"tensor([100.], device='cuda:0')"
3,0.009842915805643154,1.360913635828556,62.416,1.078162901676618,63.44,"tensor([100.], device='cuda:0')"
4,0.009755282581475767,1.304233530240181,66.054,0.9764290979275336,67.0,"tensor([100.], device='cuda:0')"
5,0.009648882429441256,1.2551314989725748,69.29,1.0076539057951708,65.87,"tensor([100.], device='cuda:0')"
6,0.009524135262330098,1.2190528678588377,71.296,0.9306225180625916,69.04,"tensor([100.], device='cuda:0')"
7,0.009381533400219317,1.2055555378779388,72.546,0.8281370133925707,72.23,"tensor([100.], device='cuda:0')"
8,0.009221639627510075,1.1858325310242481,73.524,0.852602134912442,71.35,"tensor([100.], device='cuda:0')"
9,0.009045084971874737,1.1653092780174352,74.506,0.7354912498058417,75.79,"tensor([100.], device='cuda:0')"
10,0.008852566213878947,1.1521660395157642,75.476,0.7347349906579043,74.86,"tensor([100.], device='cuda:0')"
11,0.008644843137107058,1.1349980640105712,76.25,0.6787592558524548,76.99,"tensor([100.], device='cuda:0')"
12,0.008422735529643444,1.1151559446102535,76.95,0.7394991723390726,75.44,"tensor([100.], device='cuda:0')"
13,0.00818711994874345,1.1160343300073574,76.898,0.6943164937771283,76.05,"tensor([100.], device='cuda:0')"
14,0.007938926261462368,1.0935632172303322,77.534,0.7316141090331933,75.27,"tensor([100.], device='cuda:0')"
15,0.007679133974894984,1.076402623225481,78.032,0.6046568292837876,79.74,"tensor([100.], device='cuda:0')"
16,0.007408768370508577,1.0840727799978012,78.14,0.6271443970692463,78.93,"tensor([100.], device='cuda:0')"
17,0.0071288964578253644,1.0504525016515682,79.272,0.5894474708116971,80.04,"tensor([100.], device='cuda:0')"
18,0.0068406227634233915,1.0340904960265527,79.406,0.6219862260115452,78.55,"tensor([100.], device='cuda:0')"
19,0.006545084971874738,1.0149119707254264,80.022,0.637227517289993,78.59,"tensor([100.], device='cuda:0')"
20,0.006243449435824274,1.0004882224095173,80.392,0.6369685503916863,78.32,"tensor([100.], device='cuda:0')"
21,0.005936906572928625,0.9816837799854767,80.68,0.5822525769472122,80.64,"tensor([100.], device='cuda:0')"
22,0.005626666167821524,0.9610832581153282,81.414,0.639812878309152,79.24,"tensor([100.], device='cuda:0')"
23,0.005313952597646569,0.944237338579618,81.646,0.5711923008545851,80.53,"tensor([100.], device='cuda:0')"
24,0.005000000000000002,0.9245259926869319,82.164,0.5428382880412616,81.73,"tensor([100.], device='cuda:0')"
25,0.004686047402353435,0.9005581701413179,82.726,0.5272083389453399,82.4,"tensor([100.], device='cuda:0')"
26,0.004373333832178481,0.8762848609533065,83.21,0.5071792480273124,83.03,"tensor([100.], device='cuda:0')"
27,0.0040630934270713785,0.8590019447681231,83.652,0.47468352699891114,84.69,"tensor([100.], device='cuda:0')"
28,0.0037565505641757274,0.8264197062223385,84.708,0.5410590443091515,82.24,"tensor([100.], device='cuda:0')"
29,0.0034549150281252662,0.8076769487980084,85.088,0.4836325538464082,83.77,"tensor([100.], device='cuda:0')"
30,0.0031593772365766134,0.7844477951526642,85.384,0.508698311371681,82.99,"tensor([100.], device='cuda:0')"
31,0.0028711035421746384,0.7567216193064665,86.112,0.49230476430593395,84.22,"tensor([100.], device='cuda:0')"
32,0.002591231629491424,0.7265086337541923,87.064,0.4570915905328897,85.07,"tensor([100.], device='cuda:0')"
33,0.0023208660251050166,0.7047936644309606,87.614,0.4698120600137955,84.53,"tensor([100.], device='cuda:0')"
34,0.0020610737385376356,0.6739602538255545,88.14,0.41517353783815336,86.15,"tensor([100.], device='cuda:0')"
35,0.001812880051256552,0.649428038413708,88.94,0.39338942674490124,87.09,"tensor([100.], device='cuda:0')"
36,0.001577264470356557,0.6223134468763303,89.558,0.380914667286934,87.84,"tensor([100.], device='cuda:0')"
37,0.0013551568628929439,0.5911203316388987,90.36,0.3687073276975216,87.72,"tensor([100.], device='cuda:0')"
38,0.0011474337861210548,0.5736478556425143,90.894,0.38230336361970657,87.38,"tensor([100.], device='cuda:0')"
39,0.0009549150281252636,0.5469178438950808,91.578,0.3197324669513947,89.53,"tensor([100.], device='cuda:0')"
40,0.000778360372489926,0.5192044327656428,92.434,0.3451210331076231,88.74,"tensor([100.], device='cuda:0')"
41,0.0006184665997806823,0.4948400229215622,93.012,0.33386250069508183,89.39,"tensor([100.], device='cuda:0')"
42,0.0004758647376699034,0.47222623763940275,93.798,0.32625347051100856,89.48,"tensor([100.], device='cuda:0')"
43,0.0003511175705587434,0.4561218574261054,94.196,0.30717634562498486,89.96,"tensor([100.], device='cuda:0')"
44,0.00024471741852423245,0.43911268084477156,94.718,0.3000451414248882,90.55,"tensor([100.], device='cuda:0')"
45,0.00015708419435684522,0.4245193548691578,95.23,0.29784598354345715,90.73,"tensor([100.], device='cuda:0')"
46,8.856374635655642e-05,0.414369459488453,95.448,0.29630789447289246,90.74,"tensor([100.], device='cuda:0')"
47,3.942649342761119e-05,0.40754589575987593,95.772,0.2921396228365409,90.82,"tensor([100.], device='cuda:0')"
48,9.866357858642208e-06,0.40330572579151547,96.006,0.2937845151202801,90.86,"tensor([100.], device='cuda:0')"
49,0.0,0.4023485048459126,96.048,0.2937845151202801,90.86,"tensor([100.], device='cuda:0')"
