num_params,decay,best temperature,test acc,bma test acc,bma s3 acc,test LL,bma test LL,cmll
463507,100.0,2.0000000000000003e-06,89.43,89.42999999999999,95.29333333333334,-0.32328979024800936,-0.3232798019654292,-1305.126591648554
