num_params,decay,best temperature,test acc,bma test acc,bma s3 acc,test LL,bma test LL,cmll
1537722,100.0,1.0000000000000002e-06,92.26,92.25999999999999,99.34666666666668,-0.260540534175525,-0.260552943866438,-366.60272690246023
