num_params,decay,best temperature,test acc,bma test acc,bma s3 acc,test LL,bma test LL,cmll
684170,100.0,0.0001,91.6,91.60000000000001,98.42666666666666,-0.2725200515240023,-0.27253717021949125,-594.7062425274603
