num_params,decay,best temperature,test acc,bma test acc,bma s3 acc,test LL,bma test LL,cmll
1673137,100.0,4.000000000000001e-08,92.47,92.47,99.34666666666668,-0.2672664808338857,-0.2672557349996176,-360.07782455871023
