num_params,decay,best temperature,test acc,bma test acc,bma s3 acc,test LL,bma test LL,cmll
297083,100.0,4.000000000000001e-07,88.58,88.58,94.61333333333334,-0.3447332305791264,-0.3447468700829253,-1517.5798387188665
