num_params,decay,best temperature,test acc,bma test acc,bma s3 acc,test LL,bma test LL,cmll
171610,100.0,8.000000000000002e-09,88.73,88.72,95.01333333333334,-0.34691223225806606,-0.3468860803772812,-1445.9650926251165
