epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.17070754246834,9.006,3.73853814907563,14.94,"tensor([100.], device='cuda:0')"
1,0.01,3.7120503174952972,16.55,3.377044433202499,21.62,"tensor([100.], device='cuda:0')"
2,0.01,3.441840944534693,21.78,3.1163126749870105,25.85,"tensor([100.], device='cuda:0')"
3,0.01,3.2560795606710973,25.37,2.9125783137786083,30.04,"tensor([100.], device='cuda:0')"
4,0.01,3.090575479238461,28.762,2.7085407911202846,33.77,"tensor([100.], device='cuda:0')"
5,0.01,2.965333498441256,31.626,2.6059673810616517,36.05,"tensor([100.], device='cuda:0')"
6,0.01,2.867566941334651,33.942,2.4812307204955664,38.44,"tensor([100.], device='cuda:0')"
7,0.01,2.8054087333190134,35.57,2.44440845037118,39.92,"tensor([100.], device='cuda:0')"
8,0.01,2.75598456125993,37.054,2.3880288692621083,40.67,"tensor([100.], device='cuda:0')"
9,0.01,2.7123070930823303,38.184,2.3473952320905833,41.39,"tensor([100.], device='cuda:0')"
