epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.104880973008963,9.578,3.7781510169689474,14.35,"tensor([100.], device='cuda:0')"
1,0.01,3.77691888992603,14.68,3.5941580564547806,18.83,"tensor([100.], device='cuda:0')"
2,0.01,3.6293541193008423,17.762,3.4274270228850536,21.05,"tensor([100.], device='cuda:0')"
3,0.01,3.515730871909704,20.122,3.2902030119529138,23.97,"tensor([100.], device='cuda:0')"
4,0.01,3.4308194576165616,22.052,3.2150074060146627,24.55,"tensor([100.], device='cuda:0')"
5,0.01,3.3740578981546254,23.108,3.1526189950796275,26.08,"tensor([100.], device='cuda:0')"
6,0.01,3.348940573594509,23.78,3.1167518389530673,26.68,"tensor([100.], device='cuda:0')"
7,0.01,3.3231176480268823,24.27,3.081670250648107,27.83,"tensor([100.], device='cuda:0')"
8,0.01,3.315949823306157,24.62,3.091892028466249,27.28,"tensor([100.], device='cuda:0')"
9,0.01,3.3022437083415497,24.884,3.046546165759747,27.98,"tensor([100.], device='cuda:0')"
