epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.127898950454516,7.872,3.806246054478181,14.13,"tensor([0.1000], device='cuda:0')"
1,0.01,3.754376876659882,13.922,3.6535239403064432,16.97,"tensor([0.1000], device='cuda:0')"
2,0.01,3.6267196728633,16.442,3.521201402713091,19.33,"tensor([0.1000], device='cuda:0')"
3,0.01,3.516169577378493,18.234,3.4242862982627673,21.4,"tensor([0.1000], device='cuda:0')"
4,0.01,3.4211228352326613,19.966,3.3287590742111206,23.22,"tensor([0.1000], device='cuda:0')"
5,0.01,3.3368343157645985,21.424,3.229950021474789,24.35,"tensor([0.1000], device='cuda:0')"
6,0.01,3.2773648170324474,22.694,3.172209592965933,25.91,"tensor([0.1000], device='cuda:0')"
7,0.01,3.2310739199320477,23.466,3.138482378079341,26.7,"tensor([0.1000], device='cuda:0')"
8,0.01,3.1973252828304584,24.092,3.1009600437604465,26.74,"tensor([0.1000], device='cuda:0')"
9,0.01,3.1793787815631966,24.334,3.097739259401957,27.15,"tensor([0.1000], device='cuda:0')"
