epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.618248460231683,1.034,4.6582943598429365,1.18,"tensor([0.0100], device='cuda:0')"
1,0.01,4.456237861437676,2.246,4.293565309964693,3.76,"tensor([0.0100], device='cuda:0')"
2,0.01,4.144252277643252,5.696,4.037020591589121,8.0,"tensor([0.0100], device='cuda:0')"
3,0.01,3.9420799591602425,9.59,3.8499183043455467,12.54,"tensor([0.0100], device='cuda:0')"
4,0.01,3.7351445778822288,12.882,3.6188185031597433,15.44,"tensor([0.0100], device='cuda:0')"
5,0.01,3.55665788039183,15.756,3.4583819798934154,18.12,"tensor([0.0100], device='cuda:0')"
6,0.01,3.420127231035477,18.084,3.386648477652134,19.38,"tensor([0.0100], device='cuda:0')"
7,0.01,3.3070124302154933,20.166,3.1822874484918056,23.08,"tensor([0.0100], device='cuda:0')"
8,0.01,3.175529933587099,22.498,3.0504510555511866,25.92,"tensor([0.0100], device='cuda:0')"
9,0.01,3.081058844541892,24.454,3.098844745220282,25.26,"tensor([0.0100], device='cuda:0')"
