epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.125979405794388,7.962,3.7773893918746557,14.12,"tensor([0.1000], device='cuda:0')"
1,0.01,3.6644045444635243,15.204,3.4712367424598107,20.33,"tensor([0.1000], device='cuda:0')"
2,0.01,3.3826907017292123,20.448,3.2008447158030973,25.3,"tensor([0.1000], device='cuda:0')"
3,0.01,3.155324704830463,24.45,2.9932053547639113,28.77,"tensor([0.1000], device='cuda:0')"
4,0.01,2.9776065398485234,27.82,2.7856616362547264,31.92,"tensor([0.1000], device='cuda:0')"
5,0.01,2.8332311728061774,30.712,2.705162363174634,33.75,"tensor([0.1000], device='cuda:0')"
6,0.01,2.7195776652067134,32.744,2.60493532816569,35.46,"tensor([0.1000], device='cuda:0')"
7,0.01,2.6352169764347564,34.582,2.528815379509559,37.57,"tensor([0.1000], device='cuda:0')"
8,0.01,2.5625828394523036,35.942,2.467335649025746,39.26,"tensor([0.1000], device='cuda:0')"
9,0.01,2.5043635175778314,37.396,2.4078780626639342,40.02,"tensor([0.1000], device='cuda:0')"
