epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.2984732346657,4.858,4.032225342897268,8.97,"tensor([0.0100], device='cuda:0')"
1,0.01,3.8535505331479585,11.606,3.6720360792600193,15.6,"tensor([0.0100], device='cuda:0')"
2,0.01,3.542045032672393,17.058,3.366374297019763,20.2,"tensor([0.0100], device='cuda:0')"
3,0.01,3.248000786243341,22.262,3.072894472342271,26.53,"tensor([0.0100], device='cuda:0')"
4,0.01,3.003866854080787,26.908,2.8642705648373337,31.27,"tensor([0.0100], device='cuda:0')"
5,0.01,2.802632240148691,30.92,2.6803137094546585,34.09,"tensor([0.0100], device='cuda:0')"
6,0.01,2.6415113400190307,34.29,2.6106370901450133,35.22,"tensor([0.0100], device='cuda:0')"
7,0.01,2.5034453104703855,36.844,2.4099266865314584,39.76,"tensor([0.0100], device='cuda:0')"
8,0.01,2.3879787338085663,39.168,2.3431021189078307,41.53,"tensor([0.0100], device='cuda:0')"
9,0.01,2.3068785566550036,40.846,2.306065756541032,42.28,"tensor([0.0100], device='cuda:0')"
