epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.614435483247806,1.94,4.367787086046659,4.09,"tensor([100.], device='cuda:0')"
1,0.01,4.239053138097128,5.954,4.049558208538936,8.5,"tensor([100.], device='cuda:0')"
2,0.01,4.00439975811885,9.72,3.8213845521975784,11.84,"tensor([100.], device='cuda:0')"
3,0.01,3.8237808282558734,12.746,3.6446712139325266,14.79,"tensor([100.], device='cuda:0')"
4,0.01,3.693730442951887,15.236,3.5051834216484656,17.44,"tensor([100.], device='cuda:0')"
5,0.01,3.5944499706610653,17.152,3.36920603727683,19.82,"tensor([100.], device='cuda:0')"
6,0.01,3.49609775298681,18.978,3.3238210647534103,20.84,"tensor([100.], device='cuda:0')"
7,0.01,3.424555804790595,20.748,3.185527129051013,23.8,"tensor([100.], device='cuda:0')"
8,0.01,3.353694879091703,22.396,3.1746676090436106,24.25,"tensor([100.], device='cuda:0')"
9,0.01,3.2804027795791626,23.934,2.997301074174734,26.81,"tensor([100.], device='cuda:0')"
