epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.5782573186434234,1.42,4.461825609207153,2.92,"tensor([0.1000], device='cuda:0')"
1,0.01,4.097954644300999,6.99,3.902247667312622,10.95,"tensor([0.1000], device='cuda:0')"
2,0.01,3.756421086115715,12.262,3.611897422717168,15.22,"tensor([0.1000], device='cuda:0')"
3,0.01,3.510388126740089,16.704,3.3988220386016064,19.36,"tensor([0.1000], device='cuda:0')"
4,0.01,3.284047576708671,20.904,3.139009952545166,24.39,"tensor([0.1000], device='cuda:0')"
5,0.01,3.081764057966379,24.54,2.899103586490338,28.69,"tensor([0.1000], device='cuda:0')"
6,0.01,2.913141734783466,27.628,2.7519143422444663,31.85,"tensor([0.1000], device='cuda:0')"
7,0.01,2.765733123436952,30.464,2.671414534250895,33.66,"tensor([0.1000], device='cuda:0')"
8,0.01,2.6363772037701727,32.986,2.491701896374042,36.9,"tensor([0.1000], device='cuda:0')"
9,0.01,2.522042534290216,35.282,2.506124034906045,36.02,"tensor([0.1000], device='cuda:0')"
