epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.395083309442569,4.188,4.120468405576853,8.85,"tensor([1.0000e-04], device='cuda:0')"
1,0.01,3.998025780457717,9.544,3.9173299196438913,12.39,"tensor([1.0000e-04], device='cuda:0')"
2,0.01,3.8835367508423633,12.026,3.8373404771853714,13.69,"tensor([1.0000e-04], device='cuda:0')"
3,0.01,3.8287735046484532,12.788,3.7813881635665894,14.59,"tensor([1.0000e-04], device='cuda:0')"
4,0.01,3.7874798285655484,13.616,3.759818284939497,15.77,"tensor([1.0000e-04], device='cuda:0')"
5,0.01,3.7667840065100253,14.178,3.7368518633720202,15.81,"tensor([1.0000e-04], device='cuda:0')"
6,0.01,3.7397693988604424,14.472,3.6954271548833604,16.76,"tensor([1.0000e-04], device='cuda:0')"
7,0.01,3.721662173515711,14.994,3.677916496227949,17.55,"tensor([1.0000e-04], device='cuda:0')"
8,0.01,3.7046492209801305,15.202,3.657220109915122,17.04,"tensor([1.0000e-04], device='cuda:0')"
9,0.01,3.6881667925761294,15.418,3.6326153033818955,18.16,"tensor([1.0000e-04], device='cuda:0')"
