epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.354916201493679,4.952,4.03220350925739,9.86,"tensor([0.1000], device='cuda:0')"
1,0.01,3.9000697686122012,11.214,3.763997863500546,14.83,"tensor([0.1000], device='cuda:0')"
2,0.01,3.6876498968173297,15.074,3.568775488780095,18.15,"tensor([0.1000], device='cuda:0')"
3,0.01,3.555987179584992,17.41,3.510304325666183,19.13,"tensor([0.1000], device='cuda:0')"
4,0.01,3.4678851084831432,19.218,3.3645956088335085,22.55,"tensor([0.1000], device='cuda:0')"
5,0.01,3.390905729929606,20.3,3.280327809162629,24.04,"tensor([0.1000], device='cuda:0')"
6,0.01,3.29410169613667,22.164,3.1509717122102394,25.97,"tensor([0.1000], device='cuda:0')"
7,0.01,3.180946774971791,23.936,3.0058484963881664,28.54,"tensor([0.1000], device='cuda:0')"
8,0.01,3.0850493785662527,25.362,2.917350811836047,29.46,"tensor([0.1000], device='cuda:0')"
9,0.01,3.004152650099534,27.122,2.936001814328707,29.56,"tensor([0.1000], device='cuda:0')"
