epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.210842082439325,6.214,3.940833467703599,10.35,"tensor([0.1000], device='cuda:0')"
1,0.01,3.710235591423817,13.97,3.5086764097213745,18.03,"tensor([0.1000], device='cuda:0')"
2,0.01,3.325957051301614,21.006,3.115520355028984,25.61,"tensor([0.1000], device='cuda:0')"
3,0.01,3.0052877395580975,26.718,2.8165755852674828,31.65,"tensor([0.1000], device='cuda:0')"
4,0.01,2.7499462800148207,32.114,2.6015810691393337,35.75,"tensor([0.1000], device='cuda:0')"
5,0.01,2.540163679000659,36.234,2.3807589335319324,40.69,"tensor([0.1000], device='cuda:0')"
6,0.01,2.3772522687911986,39.614,2.318381469983321,42.1,"tensor([0.1000], device='cuda:0')"
7,0.01,2.2449379496085338,42.426,2.1669739194405384,44.79,"tensor([0.1000], device='cuda:0')"
8,0.01,2.116271950648381,45.038,2.0542231018726644,47.7,"tensor([0.1000], device='cuda:0')"
9,0.01,2.02432591181535,47.394,2.0601897744032054,47.74,"tensor([0.1000], device='cuda:0')"
