epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.426020267070868,4.336,4.119280258814494,7.82,"tensor([100.], device='cuda:0')"
1,0.01,4.026895005275041,10.112,3.768710521551279,14.0,"tensor([100.], device='cuda:0')"
2,0.01,3.763235822090736,14.77,3.4996797243754068,19.13,"tensor([100.], device='cuda:0')"
3,0.01,3.573136968490405,18.148,3.3598099855276256,20.85,"tensor([100.], device='cuda:0')"
4,0.01,3.4260990399580735,21.182,3.207897112919734,24.27,"tensor([100.], device='cuda:0')"
5,0.01,3.2765586205017874,24.158,3.0117151034183993,27.61,"tensor([100.], device='cuda:0')"
6,0.01,3.1532127239765266,26.514,2.8598483831454544,30.29,"tensor([100.], device='cuda:0')"
7,0.01,3.0745626327319022,28.594,2.8324544766010384,30.65,"tensor([100.], device='cuda:0')"
8,0.01,2.9883575457793015,30.418,2.6354993184407554,34.95,"tensor([100.], device='cuda:0')"
9,0.01,2.92249022263747,32.318,2.618233255850963,35.7,"tensor([100.], device='cuda:0')"
