epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.319532486108633,4.292,3.9879804788491664,8.46,"tensor([0.1000], device='cuda:0')"
1,0.01,3.7132256923577724,12.812,3.5335063567528358,16.18,"tensor([0.1000], device='cuda:0')"
2,0.01,3.3003343410981008,20.142,3.001508483519921,27.22,"tensor([0.1000], device='cuda:0')"
3,0.01,2.9254824418288012,27.242,2.692630309324998,32.89,"tensor([0.1000], device='cuda:0')"
4,0.01,2.6000176967718662,33.868,2.374481963805663,39.56,"tensor([0.1000], device='cuda:0')"
5,0.01,2.303716573042747,39.944,2.2590235624557886,41.73,"tensor([0.1000], device='cuda:0')"
6,0.01,2.0761196274023788,44.896,2.030928556735699,46.76,"tensor([0.1000], device='cuda:0')"
7,0.01,1.8705500468229637,49.688,1.9270942073601942,49.3,"tensor([0.1000], device='cuda:0')"
8,0.01,1.7005255757234035,53.51,1.8096608091623356,51.74,"tensor([0.1000], device='cuda:0')"
9,0.01,1.554230257181021,57.11,1.7667870322863262,53.95,"tensor([0.1000], device='cuda:0')"
