epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.117365697102669,8.244,3.8243273129829993,13.23,"tensor([1.0000e-04], device='cuda:0')"
1,0.01,3.7390042152160254,14.176,3.6192914981108446,17.85,"tensor([1.0000e-04], device='cuda:0')"
2,0.01,3.583134676859929,17.318,3.479088089404962,20.46,"tensor([1.0000e-04], device='cuda:0')"
3,0.01,3.483685097938929,18.896,3.3937901655832925,21.99,"tensor([1.0000e-04], device='cuda:0')"
4,0.01,3.409380334462875,20.5,3.3073337383759327,23.36,"tensor([1.0000e-04], device='cuda:0')"
5,0.01,3.334296793815417,21.906,3.233571770863655,24.76,"tensor([1.0000e-04], device='cuda:0')"
6,0.01,3.279878578430567,22.846,3.175496049416371,26.27,"tensor([1.0000e-04], device='cuda:0')"
7,0.01,3.2247235371516303,23.554,3.1257738730846305,26.76,"tensor([1.0000e-04], device='cuda:0')"
8,0.01,3.2020084283290764,24.094,3.1178527306287718,26.96,"tensor([1.0000e-04], device='cuda:0')"
9,0.01,3.175084810990554,24.542,3.0733020427899485,27.12,"tensor([1.0000e-04], device='cuda:0')"
