epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.312179627785316,4.826,4.068570626087678,8.76,"tensor([1.0000e-04], device='cuda:0')"
1,0.01,3.844960068433713,12.044,3.6527167650369496,15.15,"tensor([1.0000e-04], device='cuda:0')"
2,0.01,3.492565309084379,17.672,3.3235561358623014,21.72,"tensor([1.0000e-04], device='cuda:0')"
3,0.01,3.197807060755216,23.09,3.012249916027754,27.53,"tensor([1.0000e-04], device='cuda:0')"
4,0.01,2.956539029952807,27.798,2.8269343101061306,31.42,"tensor([1.0000e-04], device='cuda:0')"
5,0.01,2.7684005150428184,31.58,2.6665087724343324,33.59,"tensor([1.0000e-04], device='cuda:0')"
6,0.01,2.602139216202956,34.732,2.4519455280059423,38.71,"tensor([1.0000e-04], device='cuda:0')"
7,0.01,2.48088650061534,37.438,2.442418867196792,38.78,"tensor([1.0000e-04], device='cuda:0')"
8,0.01,2.3539494272990105,40.108,2.258789909191621,42.97,"tensor([1.0000e-04], device='cuda:0')"
9,0.01,2.288578542990562,41.282,2.2486618879513864,42.57,"tensor([1.0000e-04], device='cuda:0')"
