epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.314843160066849,4.714,4.022613840225415,8.73,"tensor([0.1000], device='cuda:0')"
1,0.01,3.817960700010642,11.742,3.643960375052232,15.76,"tensor([0.1000], device='cuda:0')"
2,0.01,3.4701272145295756,17.914,3.2762536177268395,21.92,"tensor([0.1000], device='cuda:0')"
3,0.01,3.1849815992208628,23.008,2.994614390226511,26.89,"tensor([0.1000], device='cuda:0')"
4,0.01,2.938617796775622,27.986,2.733497393436921,32.79,"tensor([0.1000], device='cuda:0')"
5,0.01,2.6932807677831407,32.428,2.533846289683611,35.27,"tensor([0.1000], device='cuda:0')"
6,0.01,2.4797810670657037,36.718,2.3593399937336264,39.89,"tensor([0.1000], device='cuda:0')"
7,0.01,2.300628604950049,40.488,2.182036187404241,44.89,"tensor([0.1000], device='cuda:0')"
8,0.01,2.157744087622716,43.61,2.116138708897126,45.65,"tensor([0.1000], device='cuda:0')"
9,0.01,2.0468555511572424,46.144,2.039136602328374,47.19,"tensor([0.1000], device='cuda:0')"
