epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.461902699103722,2.916,4.229244855734018,6.01,"tensor([1.0000e-04], device='cuda:0')"
1,0.01,4.069855314034682,8.234,3.95916272738041,10.85,"tensor([1.0000e-04], device='cuda:0')"
2,0.01,3.9260913121394623,10.606,3.848901158724076,13.32,"tensor([1.0000e-04], device='cuda:0')"
3,0.01,3.83804420935802,12.264,3.7719372633175974,14.32,"tensor([1.0000e-04], device='cuda:0')"
4,0.01,3.7462751315190244,14.028,3.6604759112382546,15.88,"tensor([1.0000e-04], device='cuda:0')"
5,0.01,3.6348120224781524,15.608,3.5216556573525453,18.68,"tensor([1.0000e-04], device='cuda:0')"
6,0.01,3.5374091521287574,17.266,3.4339338877262215,20.36,"tensor([1.0000e-04], device='cuda:0')"
7,0.01,3.4487599641848834,19.166,3.326964855194092,22.27,"tensor([1.0000e-04], device='cuda:0')"
8,0.01,3.379988372631562,20.572,3.3070207436879477,23.05,"tensor([1.0000e-04], device='cuda:0')"
9,0.01,3.3235859883137238,21.554,3.204680088238838,25.19,"tensor([1.0000e-04], device='cuda:0')"
