epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.432161889932094,3.046,4.092129276348994,7.65,"tensor([1.0000e-04], device='cuda:0')"
1,0.01,3.8615244027895805,10.576,3.6445147532683153,15.21,"tensor([1.0000e-04], device='cuda:0')"
2,0.01,3.449820600411831,17.558,3.209470204817943,23.17,"tensor([1.0000e-04], device='cuda:0')"
3,0.01,3.1067998971694557,23.646,2.963654805452396,28.12,"tensor([1.0000e-04], device='cuda:0')"
4,0.01,2.8020431958712066,29.876,2.64971596461076,33.69,"tensor([1.0000e-04], device='cuda:0')"
5,0.01,2.5190955287370924,35.658,2.4207203571613016,38.85,"tensor([1.0000e-04], device='cuda:0')"
6,0.01,2.306431630330208,40.024,2.145603890602405,44.99,"tensor([1.0000e-04], device='cuda:0')"
7,0.01,2.098805247209011,44.434,1.9952552242156787,47.66,"tensor([1.0000e-04], device='cuda:0')"
8,0.01,1.9442418712836045,48.002,1.9597131044436724,48.67,"tensor([1.0000e-04], device='cuda:0')"
9,0.01,1.8250869799882938,50.57,1.8535745862202766,50.89,"tensor([1.0000e-04], device='cuda:0')"
