epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.458561233373788,2.842,4.163555683233799,6.45,"tensor([0.0100], device='cuda:0')"
1,0.01,3.8989411678069676,9.74,3.637074060929127,15.26,"tensor([0.0100], device='cuda:0')"
2,0.01,3.475599469282688,16.87,3.2642496274067807,21.2,"tensor([0.0100], device='cuda:0')"
3,0.01,3.1381539283654627,23.15,2.931580188946846,28.0,"tensor([0.0100], device='cuda:0')"
4,0.01,2.8222570358178554,29.244,2.637211420597174,34.31,"tensor([0.0100], device='cuda:0')"
5,0.01,2.5229043654906445,35.356,2.341034954939133,39.51,"tensor([0.0100], device='cuda:0')"
6,0.01,2.281491425098517,40.252,2.174538953182025,43.53,"tensor([0.0100], device='cuda:0')"
7,0.01,2.099903806967613,44.546,2.072901251988533,45.86,"tensor([0.0100], device='cuda:0')"
8,0.01,1.9594688770098565,47.83,1.9832245952043779,49.19,"tensor([0.0100], device='cuda:0')"
9,0.01,1.8282035445555662,50.662,1.8938038868781848,50.47,"tensor([0.0100], device='cuda:0')"
