epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.356479693681766,4.342,4.041974373352834,9.45,"tensor([0.0100], device='cuda:0')"
1,0.01,3.909645656438974,11.098,3.787195447163704,14.64,"tensor([0.0100], device='cuda:0')"
2,0.01,3.737430047988892,14.376,3.6616786810067983,16.48,"tensor([0.0100], device='cuda:0')"
3,0.01,3.6222533611150887,16.148,3.5240101630871115,19.24,"tensor([0.0100], device='cuda:0')"
4,0.01,3.5143181342345016,18.182,3.4005007163072243,21.69,"tensor([0.0100], device='cuda:0')"
5,0.01,3.401824858861092,20.196,3.2834063371022544,23.17,"tensor([0.0100], device='cuda:0')"
6,0.01,3.295890937707363,22.138,3.1646558290872817,25.46,"tensor([0.0100], device='cuda:0')"
7,0.01,3.2055647104214398,23.822,3.0615215790577426,27.38,"tensor([0.0100], device='cuda:0')"
8,0.01,3.12562311001313,25.036,3.026000487498748,28.59,"tensor([0.0100], device='cuda:0')"
9,0.01,3.058301495283078,26.482,2.9365134178063808,29.79,"tensor([0.0100], device='cuda:0')"
