epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.31622347831726,5.25,4.009392041426438,9.79,"tensor([1.0000e-04], device='cuda:0')"
1,0.01,3.8934747610336693,11.42,3.772062836549221,15.13,"tensor([1.0000e-04], device='cuda:0')"
2,0.01,3.708805149029463,14.698,3.592475038308364,18.18,"tensor([1.0000e-04], device='cuda:0')"
3,0.01,3.5768255894000713,16.718,3.4858211492880797,19.19,"tensor([1.0000e-04], device='cuda:0')"
4,0.01,3.4622819802699945,18.74,3.3667662541071572,21.78,"tensor([1.0000e-04], device='cuda:0')"
5,0.01,3.379735574966822,20.308,3.301796427139869,22.64,"tensor([1.0000e-04], device='cuda:0')"
6,0.01,3.293423709502587,21.8,3.18458236180819,25.08,"tensor([1.0000e-04], device='cuda:0')"
7,0.01,3.201925559532948,23.574,3.06507517129947,27.04,"tensor([1.0000e-04], device='cuda:0')"
8,0.01,3.1248042430633154,25.162,2.996209762035272,28.65,"tensor([1.0000e-04], device='cuda:0')"
9,0.01,3.045035826242887,26.702,2.958775453078441,29.18,"tensor([1.0000e-04], device='cuda:0')"
