epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.449094296724368,2.986,4.175140390029321,6.83,"tensor([0.1000], device='cuda:0')"
1,0.01,3.9384258606495,10.134,3.7396478897485976,14.55,"tensor([0.1000], device='cuda:0')"
2,0.01,3.5858008176852496,16.108,3.422237830284314,20.0,"tensor([0.1000], device='cuda:0')"
3,0.01,3.333697694998521,20.492,3.1569448617788463,24.94,"tensor([0.1000], device='cuda:0')"
4,0.01,3.1283944032131097,24.088,3.01414404465602,28.1,"tensor([0.1000], device='cuda:0')"
5,0.01,2.946200633660341,27.794,2.8145959224456396,31.33,"tensor([0.1000], device='cuda:0')"
6,0.01,2.7593097912959563,31.34,2.6753361958723803,34.36,"tensor([0.1000], device='cuda:0')"
7,0.01,2.6207322114553206,34.05,2.575574284944779,36.1,"tensor([0.1000], device='cuda:0')"
8,0.01,2.477338180786524,37.046,2.3521337111790976,40.24,"tensor([0.1000], device='cuda:0')"
9,0.01,2.363078918212499,39.242,2.274514688895299,42.81,"tensor([0.1000], device='cuda:0')"
