epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.445733818029746,3.078,4.192540410237434,7.07,"tensor([1.0000e-04], device='cuda:0')"
1,0.01,3.9772150382017477,9.376,3.7990921644064097,13.38,"tensor([1.0000e-04], device='cuda:0')"
2,0.01,3.6396160669815845,15.07,3.4573420011080227,19.62,"tensor([1.0000e-04], device='cuda:0')"
3,0.01,3.3705570257627047,19.766,3.2099094574268046,24.16,"tensor([1.0000e-04], device='cuda:0')"
4,0.01,3.1463865983180512,24.054,3.0366148948669434,26.68,"tensor([1.0000e-04], device='cuda:0')"
5,0.01,2.9413207592108312,27.634,2.80891058078179,31.58,"tensor([1.0000e-04], device='cuda:0')"
6,0.01,2.767148368786543,31.256,2.6240699810859485,35.32,"tensor([1.0000e-04], device='cuda:0')"
7,0.01,2.6072094269287893,34.4,2.5306405562620897,36.69,"tensor([1.0000e-04], device='cuda:0')"
8,0.01,2.4731017173864904,36.946,2.369876592587202,40.24,"tensor([1.0000e-04], device='cuda:0')"
9,0.01,2.362747924755781,39.216,2.303985432172433,41.41,"tensor([1.0000e-04], device='cuda:0')"
