epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.524375551174849,2.02,4.335687692348774,5.38,"tensor([0.0100], device='cuda:0')"
1,0.01,4.14016156807924,7.788,4.020065053915366,10.16,"tensor([0.0100], device='cuda:0')"
2,0.01,3.960710488832914,10.39,3.8879249829512377,13.05,"tensor([0.0100], device='cuda:0')"
3,0.01,3.856394300705347,12.096,3.7804796604009776,14.15,"tensor([0.0100], device='cuda:0')"
4,0.01,3.7631516328224768,13.816,3.6581726043652267,16.89,"tensor([0.0100], device='cuda:0')"
5,0.01,3.6543235106345935,15.548,3.522859200453147,19.0,"tensor([0.0100], device='cuda:0')"
6,0.01,3.5410909897241836,17.516,3.4183307458192873,20.05,"tensor([0.0100], device='cuda:0')"
7,0.01,3.459226522690211,18.91,3.32224580569145,22.55,"tensor([0.0100], device='cuda:0')"
8,0.01,3.412960532384041,20.022,3.2852406287804627,23.36,"tensor([0.0100], device='cuda:0')"
9,0.01,3.368421090566195,20.782,3.2624632700895653,24.0,"tensor([0.0100], device='cuda:0')"
