epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,4.203386822724954,6.342,3.925623814264933,11.91,"tensor([0.0100], device='cuda:0')"
1,0.01,3.7134292260194437,13.976,3.5285036594439774,17.83,"tensor([0.0100], device='cuda:0')"
2,0.01,3.3450863257432597,20.27,3.1242920313126,25.44,"tensor([0.0100], device='cuda:0')"
3,0.01,3.0115972329408693,26.712,2.8280108922567124,31.28,"tensor([0.0100], device='cuda:0')"
4,0.01,2.7381817212471593,31.908,2.565198925825266,36.89,"tensor([0.0100], device='cuda:0')"
5,0.01,2.5245682092813344,36.394,2.394179594822419,40.18,"tensor([0.0100], device='cuda:0')"
6,0.01,2.362606397041908,39.894,2.2334798391048727,44.0,"tensor([0.0100], device='cuda:0')"
7,0.01,2.2155895844483986,42.88,2.1924278934796653,44.54,"tensor([0.0100], device='cuda:0')"
8,0.01,2.1007625289452383,45.612,2.105467195694263,46.46,"tensor([0.0100], device='cuda:0')"
9,0.01,2.002673415037302,47.506,1.984237403441698,48.6,"tensor([0.0100], device='cuda:0')"
