epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,1.8787736828510577,33.33,1.6738819174277477,42.48,"tensor([0.1000], device='cuda:0')"
1,0.01,1.633961921166151,42.06,1.5055886843265631,47.15,"tensor([0.1000], device='cuda:0')"
2,0.01,1.5582500158212125,44.37,1.4515199386156523,48.99,"tensor([0.1000], device='cuda:0')"
3,0.01,1.5180757522583008,46.118,1.3990827737710414,51.27,"tensor([0.1000], device='cuda:0')"
4,0.01,1.4840454006806398,47.014,1.361965373540536,52.67,"tensor([0.1000], device='cuda:0')"
5,0.01,1.4436555905219837,48.762,1.3151100950363355,54.38,"tensor([0.1000], device='cuda:0')"
6,0.01,1.4162853039227998,49.826,1.2599897323510585,56.17,"tensor([0.1000], device='cuda:0')"
7,0.01,1.3771340798109006,51.33,1.2565785294924028,56.05,"tensor([0.1000], device='cuda:0')"
8,0.01,1.3423733194669087,52.914,1.2302057147026062,57.48,"tensor([0.1000], device='cuda:0')"
9,0.01,1.3187039735989692,53.872,1.2152047676917834,58.13,"tensor([0.1000], device='cuda:0')"
