epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,2.1355412956995843,20.408,1.9354283687395928,29.62,"tensor([0.0100], device='cuda:0')"
1,0.01,1.83625657864106,32.546,1.6779433886210124,38.94,"tensor([0.0100], device='cuda:0')"
2,0.01,1.7035898410356962,37.198,1.5671966213446398,43.49,"tensor([0.0100], device='cuda:0')"
3,0.01,1.5814960348300444,42.032,1.4930496689600823,46.12,"tensor([0.0100], device='cuda:0')"
4,0.01,1.4904811525956179,45.834,1.4398153928609996,47.22,"tensor([0.0100], device='cuda:0')"
5,0.01,1.4125247145310427,49.21,1.300675311149695,54.17,"tensor([0.0100], device='cuda:0')"
6,0.01,1.352910526135029,51.75,1.2882161002892714,53.63,"tensor([0.0100], device='cuda:0')"
7,0.01,1.2924414206773807,54.14,1.2331611544657977,56.67,"tensor([0.0100], device='cuda:0')"
8,0.01,1.2454263815513025,55.74,1.1837385594844818,58.67,"tensor([0.0100], device='cuda:0')"
9,0.01,1.199455974652217,57.458,1.179208008142618,58.16,"tensor([0.0100], device='cuda:0')"
