epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,1.8037558583112863,34.81,1.609178825830802,42.53,"tensor([0.1000], device='cuda:0')"
1,0.01,1.4794432190748361,46.932,1.2700109680493672,55.64,"tensor([0.1000], device='cuda:0')"
2,0.01,1.2924420506526262,54.128,1.2142443519372206,58.34,"tensor([0.1000], device='cuda:0')"
3,0.01,1.188450952218129,58.284,1.0876661034730764,62.16,"tensor([0.1000], device='cuda:0')"
4,0.01,1.1296505434390827,60.35,1.0068047535725129,65.16,"tensor([0.1000], device='cuda:0')"
5,0.01,1.0758044692186208,62.414,0.9997567954735879,65.9,"tensor([0.1000], device='cuda:0')"
6,0.01,1.0434217832027337,63.82,0.953544312562698,67.17,"tensor([0.1000], device='cuda:0')"
7,0.01,1.0057464165565295,65.074,0.904650153257908,69.39,"tensor([0.1000], device='cuda:0')"
8,0.01,0.976839079001011,65.886,0.8747077599549905,70.27,"tensor([0.1000], device='cuda:0')"
9,0.01,0.956289552572446,66.982,0.870303961328971,70.15,"tensor([0.1000], device='cuda:0')"
