epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,2.1092119764059016,28.24,1.6296391166173494,41.48,"tensor([100.], device='cuda:0')"
1,0.01,1.7313397294435746,42.098,1.4418879732107506,48.04,"tensor([100.], device='cuda:0')"
2,0.01,1.5317621539800594,50.486,1.2434803751798778,55.03,"tensor([100.], device='cuda:0')"
3,0.01,1.355263705437,57.792,1.0824733185462463,62.88,"tensor([100.], device='cuda:0')"
4,0.01,1.2328546010530912,62.664,1.0427789458861718,63.41,"tensor([100.], device='cuda:0')"
5,0.01,1.1321100403101017,66.396,0.8670416520192072,70.29,"tensor([100.], device='cuda:0')"
6,0.01,1.0479027171929678,70.32,0.8802880637156658,70.17,"tensor([100.], device='cuda:0')"
7,0.01,0.9808457428064101,72.682,0.7696086664994558,73.96,"tensor([100.], device='cuda:0')"
8,0.01,0.9453853896031013,74.364,0.7040658134680527,76.16,"tensor([100.], device='cuda:0')"
9,0.01,0.9014650106430053,75.986,0.6725013244610566,77.28,"tensor([100.], device='cuda:0')"
