epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,1.9303776918313442,30.438,1.7073768239754896,38.69,"tensor([0.1000], device='cuda:0')"
1,0.01,1.616400012297508,41.676,1.5465327165065668,44.42,"tensor([0.1000], device='cuda:0')"
2,0.01,1.4751222925308423,47.184,1.3487792779237797,53.62,"tensor([0.1000], device='cuda:0')"
3,0.01,1.345533790038182,52.62,1.233634013396043,56.61,"tensor([0.1000], device='cuda:0')"
4,0.01,1.2742670309849276,55.102,1.1751084755628536,59.54,"tensor([0.1000], device='cuda:0')"
5,0.01,1.230697286587495,56.856,1.1014172771038153,62.2,"tensor([0.1000], device='cuda:0')"
6,0.01,1.195091135838093,58.27,1.0688224985049322,63.56,"tensor([0.1000], device='cuda:0')"
7,0.01,1.1685713107769307,59.208,1.0638994314731696,63.19,"tensor([0.1000], device='cuda:0')"
8,0.01,1.1492483290342184,59.88,1.0490784270641131,63.93,"tensor([0.1000], device='cuda:0')"
9,0.01,1.134561977478174,60.424,1.0464247297018001,63.43,"tensor([0.1000], device='cuda:0')"
