epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,2.100780932719891,23.636,1.7545161614051232,36.72,"tensor([100.], device='cuda:0')"
1,0.01,1.7662124587939336,36.754,1.5324483850063422,44.65,"tensor([100.], device='cuda:0')"
2,0.01,1.6036064695089292,43.642,1.4268246858547895,49.52,"tensor([100.], device='cuda:0')"
3,0.01,1.4647608955701192,49.992,1.270139692685543,54.58,"tensor([100.], device='cuda:0')"
4,0.01,1.362878887469952,54.784,1.1626534354992402,59.6,"tensor([100.], device='cuda:0')"
5,0.01,1.2765660729163733,58.582,1.1344514443324163,60.2,"tensor([100.], device='cuda:0')"
6,0.01,1.21830925544103,61.238,1.0619973609080682,62.69,"tensor([100.], device='cuda:0')"
7,0.01,1.1745205717209057,62.714,1.0589088866343865,63.15,"tensor([100.], device='cuda:0')"
8,0.01,1.1450386779430586,64.302,1.0180606887890742,65.61,"tensor([100.], device='cuda:0')"
9,0.01,1.1051758393263205,65.976,0.9392856053816967,67.36,"tensor([100.], device='cuda:0')"
