epoch,lr,train loss,train acc,test loss,test acc,decay
0,0.01,1.9901453195474086,28.504,1.8232168646959157,36.66,"tensor([1.0000e-04], device='cuda:0')"
1,0.01,1.849350901750418,34.322,1.7649563948313396,38.46,"tensor([1.0000e-04], device='cuda:0')"
2,0.01,1.80152879739419,36.174,1.738258068378155,39.2,"tensor([1.0000e-04], device='cuda:0')"
3,0.01,1.7638253985307155,37.394,1.6875199232345972,41.39,"tensor([1.0000e-04], device='cuda:0')"
4,0.01,1.7446929198044998,37.802,1.6643110177455804,41.69,"tensor([1.0000e-04], device='cuda:0')"
5,0.01,1.7295185241943751,38.43,1.6733417083055546,41.38,"tensor([1.0000e-04], device='cuda:0')"
6,0.01,1.7238122548812476,38.57,1.6661577102465508,42.12,"tensor([1.0000e-04], device='cuda:0')"
7,0.01,1.7094572498248173,39.142,1.6388410864732204,42.14,"tensor([1.0000e-04], device='cuda:0')"
8,0.01,1.705861895206647,39.038,1.6559499838413336,41.32,"tensor([1.0000e-04], device='cuda:0')"
9,0.01,1.6949753541212815,39.204,1.693651252832168,38.71,"tensor([1.0000e-04], device='cuda:0')"
